Wage,Age,Overall,Potential,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle
0,22,64,75,0,1,3,4,157,49,58,58,57,52,73,49,42,50,68,79,77,85,57,78,60,50,61,56,48,62,41,61,52,49,50,36,38,35
0,23,64,73,0,1,2,2,183,21,40,61,53,34,52,25,31,46,50,51,61,45,49,51,61,76,69,75,21,58,64,32,33,45,54,62,66,61
0,31,64,64,0,1,3,2,198,40,26,72,51,34,38,30,31,40,43,30,30,31,59,40,44,36,34,92,38,67,54,28,50,27,58,66,66,60
0,27,64,64,0,1,4,3,176,65,60,50,61,69,62,59,58,58,62,76,71,66,63,69,62,71,62,65,65,66,52,60,58,55,67,50,43,36
0,25,64,66,0,1,3,2,150,60,53,44,67,49,61,57,31,62,65,74,71,74,70,78,56,60,68,48,58,53,58,58,57,57,58,52,57,44
0,22,64,74,0,1,3,2,148,52,60,48,68,53,61,48,49,63,63,62,62,61,61,82,65,65,66,51,58,58,60,60,60,57,60,60,65,63
0,30,64,64,0,1,3,2,154,62,21,58,55,22,48,28,21,52,53,67,70,70,64,75,46,78,75,76,40,48,64,57,37,29,55,60,63,65
0,23,64,72,1,1,3,3,168,68,58,58,66,43,63,66,67,64,64,63,58,76,56,74,68,63,69,65,65,65,57,63,64,34,61,60,61,57
0,26,64,68,1,1,3,2,185,37,30,66,43,22,40,29,40,60,45,46,53,35,57,40,59,36,66,85,41,55,66,37,39,37,62,64,67,59
0,22,64,73,1,1,2,2,146,59,56,70,67,56,60,56,39,65,65,66,64,68,64,70,74,80,70,80,64,70,58,58,57,45,60,55,58,55
0,24,64,70,0,1,3,1,192,19,18,13,29,18,15,19,19,27,22,53,55,28,62,53,19,61,26,68,12,35,22,14,25,22,56,22,13,13
0,24,64,71,1,1,3,2,132,64,24,51,60,31,53,58,48,55,58,69,71,66,57,58,59,74,78,65,30,62,61,51,52,36,59,58,62,64
0,30,64,64,0,1,3,2,165,52,46,61,61,46,52,45,47,58,57,68,61,66,58,75,66,71,85,83,50,89,62,54,56,45,62,51,65,61
0,25,64,65,0,1,4,3,148,63,56,55,64,61,61,64,53,62,61,72,70,71,60,73,65,68,70,62,65,71,61,62,64,37,56,52,64,60
0,33,64,64,1,1,4,2,163,64,53,55,64,61,58,66,60,60,64,63,59,64,62,72,65,57,65,60,59,57,61,60,60,47,63,65,64,64
0,26,64,65,1,1,3,3,148,59,65,44,66,41,66,56,45,58,64,74,72,84,55,85,58,83,78,60,66,36,48,51,54,61,53,49,61,56
0,34,64,64,0,1,4,1,194,11,11,14,27,11,18,14,18,32,25,33,42,46,79,50,24,69,28,63,19,25,22,11,52,11,67,18,14,13
0,20,64,72,0,1,3,2,165,51,69,65,49,52,59,62,54,44,65,68,72,65,60,69,57,69,71,68,58,35,25,65,55,66,61,24,37,32
0,23,64,72,0,1,3,2,170,52,61,46,66,50,62,53,58,63,63,71,74,68,56,60,55,58,67,65,51,59,45,64,60,54,56,53,54,50
0,33,64,64,0,1,3,2,161,57,24,62,55,29,37,46,32,51,58,53,45,58,59,73,63,76,60,74,50,72,63,39,41,46,61,63,62,61
0,28,64,64,0,1,4,3,170,63,57,43,64,43,61,48,41,64,66,75,83,67,67,69,62,69,53,57,47,62,46,57,59,54,52,58,22,28
0,27,64,67,1,1,4,2,165,68,34,51,64,20,46,53,27,66,51,69,70,66,60,67,34,56,87,65,23,72,64,40,41,35,54,60,68,65
0,31,64,64,1,1,3,2,170,58,63,55,56,54,64,35,36,50,61,81,79,78,65,62,67,54,82,72,50,62,26,59,60,64,60,25,27,22
0,34,64,64,0,1,3,2,165,58,63,61,52,58,62,63,62,55,61,70,71,76,64,76,59,69,75,78,59,59,42,65,62,69,56,30,24,18
0,26,64,66,0,1,3,2,194,44,23,65,58,15,54,24,37,56,53,35,42,53,52,54,45,63,78,81,42,62,58,22,46,44,55,66,65,63
0,32,64,64,0,1,3,1,196,15,15,11,27,11,17,18,15,43,22,27,30,46,63,60,22,60,35,78,15,39,11,15,42,26,54,30,16,14
0,31,64,64,1,1,2,2,161,53,49,48,62,41,65,64,57,61,62,70,67,64,66,67,50,50,70,60,58,55,67,65,60,40,45,58,68,63
0,34,64,64,0,1,3,2,161,62,58,63,70,67,55,59,52,64,65,50,48,55,63,70,74,62,55,71,65,70,57,58,62,65,67,68,68,65
0,21,64,75,0,1,3,1,181,11,6,12,23,8,13,11,13,20,13,36,44,35,65,24,26,60,27,70,6,19,10,5,39,10,51,12,10,13
0,24,64,69,0,1,3,2,161,26,23,63,50,23,37,24,21,49,55,63,68,51,56,50,41,69,61,74,25,57,58,24,34,32,45,66,66,64
0,24,64,68,0,1,3,3,192,35,64,56,57,56,67,62,32,39,66,72,83,65,52,61,64,66,47,78,64,40,20,58,43,62,51,21,20,16
0,32,64,64,0,1,3,2,176,49,35,64,54,34,48,33,30,53,54,65,61,57,59,60,48,87,66,74,28,57,61,44,54,45,56,60,62,62
0,19,64,73,1,1,3,3,143,58,64,48,60,52,76,63,55,50,75,69,68,92,49,90,49,47,54,32,55,22,12,60,46,57,60,28,13,12
0,30,64,64,0,1,3,2,181,41,22,55,59,47,21,33,44,46,48,57,72,75,54,46,52,55,45,70,45,61,56,25,34,43,75,75,70,59
0,34,64,64,0,1,3,1,179,14,6,11,19,8,12,9,11,16,16,48,49,50,65,61,14,75,39,65,7,20,11,9,37,19,61,9,8,11
0,33,64,64,0,1,2,1,187,11,15,15,29,19,14,17,15,28,22,42,38,44,63,48,13,58,31,56,15,32,19,16,12,21,54,15,11,13
0,26,64,67,0,1,2,3,172,39,64,65,61,45,63,72,43,42,65,71,59,65,57,52,66,64,68,71,62,43,13,60,45,71,52,25,23,16
0,27,64,64,0,1,4,3,170,30,64,62,60,44,68,45,42,46,63,68,71,65,61,69,60,64,70,76,51,29,20,59,58,59,61,45,19,18
0,21,64,70,0,1,3,3,157,62,59,50,60,54,67,63,62,57,65,80,76,79,56,57,62,56,75,55,62,31,32,58,59,60,65,49,31,26
0,22,63,69,0,1,3,3,137,56,52,38,62,59,68,60,62,59,63,78,65,72,53,93,63,52,55,39,61,49,23,57,60,46,59,26,32,43
0,27,63,63,0,1,3,2,159,70,64,56,54,38,59,50,40,58,61,75,80,76,54,62,68,60,59,66,62,32,17,58,59,60,62,32,38,23
0,20,63,77,0,1,2,1,165,11,8,12,25,6,12,10,14,25,19,25,30,33,48,26,20,41,28,63,7,28,12,7,45,16,32,12,13,14
0,20,63,75,0,1,3,2,152,52,42,65,72,41,60,48,49,69,65,67,69,71,66,74,60,63,56,46,43,62,43,65,54,52,50,56,59,55
0,23,63,68,0,1,3,2,157,65,37,48,65,64,61,66,67,65,65,66,63,71,58,74,73,65,57,55,68,66,63,56,64,52,62,68,60,58
0,19,63,78,0,1,4,4,152,56,66,47,52,60,72,53,49,48,72,69,69,77,54,77,66,44,51,45,43,38,27,55,55,54,60,31,31,29
0,26,63,64,0,1,3,2,170,60,53,55,62,54,62,61,60,60,63,71,69,81,64,77,62,59,83,63,57,68,49,61,62,54,61,50,54,52
0,27,63,65,0,1,3,2,181,45,32,70,72,39,44,43,42,58,41,55,65,59,58,42,52,53,60,71,43,79,65,48,53,50,58,60,53,52
0,34,63,63,0,1,1,1,176,10,7,11,17,9,8,13,16,12,10,41,48,39,71,40,9,50,51,76,6,47,10,8,59,18,58,25,11,14
0,22,63,69,0,1,2,2,168,62,46,60,58,43,57,49,42,51,61,72,74,62,58,65,53,61,64,62,49,63,60,50,43,40,56,56,63,58
0,27,63,63,0,1,3,2,168,45,28,57,66,30,59,39,38,63,61,61,51,53,58,58,52,63,60,71,49,63,58,45,59,42,53,61,62,57
0,31,63,63,1,1,3,2,172,63,52,49,66,50,54,65,65,64,62,44,39,66,59,61,62,77,68,71,62,54,55,59,66,64,59,40,57,55
0,21,63,74,1,1,3,2,159,60,21,53,56,28,55,35,41,33,52,61,60,57,60,61,45,54,60,57,22,45,64,46,31,37,44,68,70,68
0,35,63,63,0,1,3,2,179,42,63,65,58,61,58,58,55,43,60,53,38,59,56,64,72,79,68,79,55,54,22,69,60,69,64,19,20,20
0,21,63,71,0,1,3,2,159,35,36,54,61,37,53,39,33,61,63,57,54,62,57,58,48,63,71,67,43,60,62,38,61,34,55,60,63,61
0,22,63,74,0,1,4,3,161,58,61,54,57,54,70,51,52,45,68,74,79,69,48,61,64,66,58,69,60,47,28,63,45,53,52,19,19,12
0,30,63,63,0,1,3,3,172,66,61,27,62,52,67,64,66,59,66,81,77,68,57,61,64,88,75,68,66,60,51,58,64,51,56,54,54,45
0,26,63,66,0,1,3,2,163,62,31,59,58,33,58,55,35,56,57,61,67,59,59,59,43,64,75,59,33,59,55,50,45,41,57,55,65,66
0,41,63,63,1,1,3,3,154,71,43,61,67,43,63,69,69,70,64,48,52,67,63,68,65,69,49,72,63,92,65,64,69,60,67,62,66,63
0,25,63,68,1,1,3,2,194,25,14,65,46,27,30,25,25,37,44,69,65,34,58,50,45,71,68,84,12,64,53,13,26,31,51,59,64,66
0,35,63,63,0,1,3,2,170,61,52,56,64,52,57,48,55,63,62,58,56,70,62,80,62,76,79,66,58,72,60,54,63,63,63,58,63,62
0,25,63,66,0,1,3,2,181,47,62,56,59,61,56,46,32,40,57,64,69,51,69,63,64,51,83,72,55,73,41,65,56,52,58,46,31,21
0,24,63,65,0,1,4,2,148,52,62,52,62,45,61,46,32,58,65,64,69,59,62,71,59,63,73,69,55,78,55,63,57,39,70,56,56,51
0,24,63,68,1,1,3,2,165,72,60,65,62,36,61,71,68,56,58,68,69,49,51,28,60,81,73,72,54,68,57,61,52,61,50,51,62,60
0,26,63,63,1,1,2,2,179,59,56,45,64,62,63,70,62,54,61,58,62,64,68,54,47,68,62,62,58,49,56,63,64,74,60,19,56,42
0,20,63,74,1,1,3,3,176,56,58,38,58,56,72,57,55,53,70,78,72,74,48,76,70,76,75,71,63,64,45,53,56,53,66,46,49,46
0,28,63,63,0,1,3,2,165,65,22,56,64,12,51,43,39,51,56,64,66,39,57,57,36,63,64,59,24,60,59,37,38,42,46,62,66,65
0,29,63,63,1,1,3,2,157,65,23,58,60,20,55,65,70,58,54,74,73,63,58,68,24,67,73,64,26,62,58,49,35,63,56,65,60,58
0,25,63,68,1,1,3,2,170,57,29,54,56,36,58,33,35,28,59,65,65,61,57,65,32,55,60,61,34,55,59,44,38,40,47,65,66,68
0,31,63,63,1,1,2,2,183,68,51,67,63,55,58,43,50,55,60,66,70,51,66,46,71,53,82,79,52,72,58,58,47,60,65,63,65,61
0,34,63,63,1,1,3,3,152,71,65,32,74,40,67,52,36,70,68,36,45,60,64,70,50,56,33,61,41,38,33,62,66,46,57,41,32,38
0,25,63,66,0,1,3,3,134,64,61,39,68,51,72,68,38,60,65,60,67,66,48,54,59,40,42,34,51,41,32,52,61,49,57,31,39,35
0,23,63,69,0,1,2,2,163,49,55,52,68,37,67,47,48,64,64,64,64,71,58,65,53,61,60,57,45,66,55,56,58,53,49,39,54,68
0,27,63,63,0,1,3,3,170,59,58,59,53,49,64,50,43,50,60,87,88,86,50,83,59,63,68,69,53,48,31,59,56,58,58,32,41,36
0,24,63,68,1,1,2,2,157,62,56,46,57,23,57,43,53,56,56,67,69,73,62,78,63,74,80,71,58,80,58,55,50,56,43,58,64,60
0,31,63,63,0,1,2,1,183,14,11,11,25,11,11,11,12,34,23,40,35,43,62,44,24,61,20,67,13,22,23,16,20,18,50,28,11,11
0,30,63,63,0,1,4,3,146,37,62,37,62,37,66,68,68,57,67,80,71,70,65,89,66,81,59,34,68,29,52,67,60,47,50,63,49,35
0,18,63,77,1,1,2,3,150,58,52,50,72,58,68,56,50,66,72,67,66,72,60,76,66,66,50,48,60,40,40,60,60,54,62,35,42,36
0,23,63,70,0,1,3,3,163,59,56,52,59,48,65,49,50,54,64,69,73,64,59,70,68,59,75,74,56,76,53,58,53,53,58,54,56,54
0,24,63,68,0,1,3,2,154,27,35,54,55,27,34,26,21,35,45,53,69,52,66,61,31,71,65,69,19,64,61,26,26,31,45,62,66,62
0,28,63,63,0,1,4,3,161,46,60,54,58,58,62,28,46,30,60,82,80,85,68,65,65,49,66,62,57,52,18,59,55,53,61,30,14,12
0,30,63,63,0,1,1,1,154,14,7,14,28,8,7,12,11,22,12,15,27,30,61,46,23,62,25,53,6,22,10,8,25,19,56,23,14,13
0,28,63,63,1,1,3,2,154,69,29,62,54,42,62,61,32,42,65,70,71,72,57,73,42,89,30,56,17,62,64,29,37,38,57,66,68,63
0,25,63,65,0,1,3,3,148,59,58,52,47,51,64,57,45,49,65,88,82,92,58,89,64,56,70,58,55,54,18,59,52,52,59,32,38,31
0,28,63,64,0,1,3,2,172,38,22,64,60,37,30,32,25,58,36,63,58,58,61,56,47,75,62,72,24,62,57,30,30,46,45,60,66,63
0,28,63,63,0,1,3,3,143,60,61,49,63,57,65,59,43,57,65,76,74,82,62,73,60,73,71,66,57,36,17,64,63,57,62,36,19,14
0,34,63,63,1,1,3,2,165,51,25,61,53,57,23,35,50,45,51,64,67,44,61,51,48,73,40,53,41,65,64,23,38,47,58,72,66,55
0,21,63,73,1,1,2,3,148,61,59,42,54,49,68,55,53,48,64,81,76,75,51,65,62,44,49,52,56,27,18,56,55,58,52,24,35,26
0,24,63,68,0,1,3,2,183,31,69,63,50,61,52,35,27,27,62,64,67,68,49,63,65,64,55,69,56,28,18,65,37,58,62,19,22,19
0,21,63,77,0,1,3,2,183,57,30,67,60,23,46,23,28,30,61,54,55,51,54,34,38,76,58,86,25,59,67,23,33,40,52,65,66,66
0,29,63,63,0,1,3,2,181,30,37,72,61,24,53,26,18,56,60,48,51,55,54,55,44,72,72,76,24,68,68,55,48,34,57,56,65,60
0,23,63,73,0,1,2,2,165,28,27,65,50,53,35,30,25,44,40,67,64,37,53,62,43,67,55,64,29,63,64,28,32,44,50,65,67,62
0,28,63,63,0,1,2,1,176,14,15,12,24,17,16,14,14,25,13,25,23,35,53,42,15,64,20,38,19,19,12,15,49,16,48,14,10,10
0,20,63,76,0,1,3,3,152,51,56,35,54,47,65,45,36,49,64,90,86,79,58,66,56,44,68,44,40,61,18,57,50,45,55,26,38,33
0,26,63,64,0,1,3,2,181,57,27,56,49,27,63,31,29,37,54,75,74,54,56,53,22,57,74,74,27,64,64,48,40,38,66,58,65,63
0,28,63,63,0,1,3,2,176,33,21,63,46,28,31,23,22,27,44,49,59,47,57,58,34,85,74,80,20,68,55,22,32,35,44,57,65,59
0,26,63,67,0,1,3,2,192,39,26,58,53,40,54,39,23,58,51,34,62,57,57,30,33,53,62,88,41,66,62,37,49,20,54,55,62,63
0,25,63,66,0,1,3,2,174,35,57,60,53,55,59,45,31,43,63,78,80,70,55,64,65,67,71,77,59,57,18,64,45,62,53,22,21,20
0,28,63,63,0,1,3,2,165,49,61,57,55,51,57,55,24,48,60,79,77,79,60,76,58,79,73,62,56,49,27,67,58,51,61,44,30,26
0,23,63,69,0,1,2,1,183,11,5,14,28,9,7,10,11,21,11,24,15,65,61,31,20,73,27,62,8,24,13,4,23,16,43,20,11,12
0,29,63,63,1,1,4,2,163,66,55,55,62,47,62,61,58,60,59,65,68,74,56,71,52,77,76,56,46,43,58,63,63,55,47,60,61,63
0,24,63,66,1,1,4,3,176,63,53,37,58,41,66,41,33,48,64,76,74,67,53,63,50,47,65,60,40,27,25,60,61,54,53,36,31,25
0,27,63,63,1,1,4,2,165,35,64,50,40,63,63,34,33,21,62,79,76,77,55,61,64,78,80,76,52,77,23,63,52,61,56,28,11,18
0,25,63,64,0,1,2,3,163,61,66,55,63,61,61,40,37,59,56,75,71,70,56,61,68,72,59,55,60,41,40,61,64,62,66,35,33,28
0,31,63,63,0,1,3,2,165,52,55,52,62,54,58,56,61,61,64,56,66,71,64,60,64,51,87,73,59,66,48,60,64,57,64,55,54,54
0,18,63,79,0,1,3,2,168,46,36,54,69,48,58,42,44,70,65,61,58,58,55,67,67,71,67,65,50,64,51,59,63,56,55,58,56,63
0,27,63,64,0,1,3,2,176,62,36,61,59,35,63,51,25,57,60,70,67,72,58,74,46,53,63,70,38,67,64,56,54,44,65,63,63,59
0,19,63,71,0,1,3,3,161,32,63,67,53,52,64,50,48,51,66,61,67,68,51,53,61,69,38,68,63,30,17,63,52,60,60,24,18,27
0,17,63,82,0,1,3,2,152,45,39,50,64,31,68,47,35,52,61,83,77,72,55,72,49,58,60,53,40,67,60,61,49,34,61,66,67,60
0,23,63,69,1,1,3,3,168,60,67,63,60,50,66,46,36,40,64,64,60,57,66,72,63,70,54,62,63,41,23,63,50,62,58,44,26,13
0,25,63,64,0,1,3,3,154,47,64,62,55,49,63,45,27,52,61,74,67,63,52,62,64,70,61,68,54,37,36,59,52,63,54,29,48,42
0,30,63,63,0,1,4,2,165,70,32,52,57,30,54,60,45,60,45,79,70,74,65,70,43,56,88,75,46,67,61,46,53,43,53,53,57,53
0,29,63,64,0,1,4,2,170,37,19,58,50,21,30,35,30,42,40,71,69,66,63,63,21,77,80,74,23,81,60,44,31,28,46,56,59,63
0,22,63,74,1,1,3,3,168,46,63,52,54,59,66,39,33,44,64,77,80,82,59,93,58,62,63,34,62,37,19,59,67,68,57,59,21,17
0,24,63,68,1,1,3,2,159,58,33,58,59,35,60,41,34,45,61,72,75,66,59,64,33,55,72,68,32,62,58,50,36,45,54,45,65,65
0,28,63,64,0,1,3,2,176,46,32,51,65,29,51,42,23,61,59,46,53,63,65,57,65,49,63,77,56,71,60,56,58,24,58,53,62,54
0,33,63,63,0,1,2,3,163,64,29,61,64,29,65,53,34,56,63,74,50,60,63,46,23,48,67,73,28,56,58,43,39,39,50,57,66,64
0,22,63,72,0,1,3,2,174,30,28,68,52,25,30,28,30,49,45,55,59,56,59,55,56,74,56,64,25,59,60,25,27,35,42,59,66,64
0,19,63,79,1,1,2,3,137,53,50,46,59,49,72,67,64,61,69,75,65,50,53,68,60,54,39,46,46,41,31,54,71,60,61,41,40,47
0,19,63,79,1,1,2,2,168,28,68,69,52,44,51,26,28,32,60,44,55,53,65,64,70,65,51,55,67,67,29,64,45,57,53,57,18,20
0,19,63,80,0,1,3,2,165,38,26,64,47,31,42,34,30,42,48,67,69,61,52,56,33,75,58,67,28,55,62,36,30,32,69,64,65,63
0,26,63,63,0,1,3,2,161,64,57,43,62,52,59,50,41,54,62,78,75,59,56,69,70,43,66,52,49,32,28,57,61,58,58,26,27,30
0,26,63,64,0,1,3,3,179,58,44,46,68,47,63,36,58,65,67,57,67,64,68,72,65,64,81,75,52,79,66,56,62,38,66,48,63,63
0,32,63,63,0,1,3,2,159,61,57,30,64,52,58,65,66,48,59,62,62,73,63,69,61,71,69,57,63,56,48,63,66,59,55,39,50,50
0,20,63,76,0,1,3,3,172,47,65,56,60,50,64,55,52,58,65,63,63,61,58,51,62,50,45,66,47,50,31,64,53,60,61,48,42,51
0,27,63,63,0,1,3,3,179,60,54,31,56,56,62,54,55,53,59,80,81,77,58,81,58,59,62,73,56,52,51,62,59,52,52,39,50,40
0,30,63,63,0,1,3,3,172,59,56,51,64,57,68,58,45,63,66,64,66,66,69,64,68,60,55,73,58,73,50,58,64,49,64,48,48,46
0,31,63,63,0,1,3,2,163,64,57,54,65,51,62,51,57,61,65,71,72,64,55,70,59,59,71,69,54,51,63,59,64,56,51,58,62,58
0,27,63,64,0,1,3,2,146,54,61,60,67,48,55,51,55,58,59,81,80,77,65,78,57,69,64,53,49,45,16,65,54,61,59,25,19,17
0,25,63,67,0,1,3,2,157,64,58,54,65,52,60,32,32,57,54,76,81,69,55,67,55,52,67,70,18,55,57,56,63,28,45,62,58,63
0,27,63,63,0,1,2,2,181,33,38,64,50,32,38,32,50,41,55,55,33,49,52,64,61,69,63,73,37,65,66,25,37,43,60,54,66,66
0,25,63,67,0,1,3,2,174,54,52,50,58,49,63,48,45,57,54,72,78,51,60,61,52,54,78,61,53,65,64,52,57,44,50,58,58,55
0,20,63,79,0,1,4,2,176,29,18,59,53,26,25,25,27,43,64,65,69,62,56,62,41,80,69,74,20,55,55,33,32,35,51,60,64,63
0,25,63,66,0,1,3,3,176,52,60,53,63,53,67,55,48,60,64,56,60,62,56,54,54,61,66,73,59,53,56,63,67,47,55,55,58,52
0,27,63,63,1,1,3,2,152,63,27,58,54,23,46,30,32,26,48,71,74,72,63,83,20,80,60,65,27,54,61,41,31,37,59,64,65,60
0,23,63,68,1,1,2,2,165,56,36,55,53,33,65,36,42,50,62,68,67,66,54,64,35,64,63,57,36,58,62,43,36,49,44,64,67,65
0,20,63,74,0,1,3,3,163,42,58,39,70,48,66,56,48,63,70,68,66,64,50,60,59,41,62,57,48,55,46,52,65,41,64,50,49,55
0,21,63,75,0,1,3,1,194,10,8,12,20,6,5,10,10,21,17,28,27,28,49,34,26,34,25,70,8,18,21,5,38,11,36,20,10,14
0,25,63,66,0,1,3,3,154,45,66,51,57,64,58,65,54,40,64,67,74,69,64,74,65,65,63,53,65,43,22,64,54,63,59,43,21,16
0,22,63,74,1,1,3,2,165,58,32,51,45,31,59,40,35,27,60,73,74,70,58,73,35,69,68,60,29,57,65,52,39,42,51,56,67,63
0,24,63,69,1,1,3,2,157,52,58,52,62,54,67,64,42,54,60,74,75,82,60,83,62,75,66,61,48,48,41,55,66,48,69,45,47,52
0,20,63,73,0,1,3,3,132,54,63,39,63,55,67,48,56,51,66,73,70,66,57,80,66,51,52,45,62,39,31,54,60,47,49,35,32,33
0,23,63,71,0,1,3,2,165,57,63,65,68,57,59,48,38,66,58,67,71,63,54,59,63,72,60,63,59,69,49,65,64,63,55,56,59,55
0,22,63,70,0,1,3,2,150,26,19,63,56,24,27,27,25,41,47,55,54,45,58,59,36,69,70,67,23,62,57,30,23,31,51,60,66,64
0,22,63,71,0,1,3,2,159,55,40,56,65,44,60,58,58,63,62,73,69,68,62,69,60,70,81,71,48,62,65,54,57,48,65,63,65,64
0,30,63,63,0,1,3,1,161,19,18,13,23,19,11,17,20,24,20,46,44,33,58,51,18,65,35,65,16,16,18,15,48,18,51,15,20,13
0,20,63,78,0,1,2,2,187,34,35,68,47,26,37,33,31,44,43,68,74,52,55,50,37,78,62,78,25,61,56,33,43,36,43,55,63,64
0,22,63,70,0,1,3,2,168,51,20,50,58,33,56,39,20,54,60,69,65,60,63,70,40,76,69,69,25,67,65,40,40,50,56,60,64,62
0,26,63,63,0,1,2,1,172,18,12,16,33,14,26,12,12,23,29,55,55,55,58,58,30,68,30,65,14,17,18,16,24,24,56,11,11,16
0,19,63,79,1,1,3,2,161,53,33,45,66,28,57,55,60,63,61,64,66,66,60,69,61,72,69,63,42,60,58,41,59,41,54,58,64,61
0,25,63,66,0,1,3,2,161,53,54,41,64,47,59,46,43,63,62,70,71,71,62,73,59,63,66,67,53,62,61,52,66,49,51,60,61,60
0,19,63,81,0,1,3,2,143,54,62,34,65,53,68,62,58,62,61,68,70,78,54,80,60,73,53,38,59,50,25,46,64,61,54,45,53,54
0,31,63,63,1,1,2,2,172,58,45,61,64,37,60,67,74,57,52,53,71,75,56,62,69,67,85,64,62,63,63,55,49,53,66,60,62,61
0,20,63,75,0,1,3,2,181,60,30,60,59,34,61,45,22,46,56,61,64,54,59,48,36,55,65,70,41,61,59,54,45,43,46,65,65,63
0,18,63,82,0,1,3,2,172,55,48,62,70,42,59,49,45,66,59,63,65,60,59,57,61,61,54,56,45,63,58,47,59,56,56,57,64,64
0,23,63,67,0,1,3,3,159,54,56,49,64,63,65,46,45,63,66,68,63,72,61,73,70,62,74,56,64,53,60,53,51,48,60,58,62,60
0,27,63,64,1,1,3,2,176,63,36,48,61,36,51,29,19,55,59,70,68,67,52,62,62,59,75,68,40,62,66,52,45,51,63,55,62,63
0,20,63,75,0,1,2,3,154,40,37,53,64,50,63,52,35,67,66,64,63,68,63,63,70,67,66,75,54,74,61,51,61,40,65,60,54,54
0,22,63,69,0,1,2,1,187,15,17,20,22,20,13,15,18,23,28,47,45,39,53,41,17,59,23,76,17,19,17,12,16,27,48,10,19,16
0,24,63,66,1,1,2,2,163,47,63,61,50,57,61,34,44,40,59,79,78,59,58,57,60,65,66,68,57,40,17,60,43,61,58,18,12,21
0,33,63,63,1,1,3,2,163,57,50,52,64,53,59,45,50,63,61,50,62,66,63,66,60,78,77,72,60,82,60,48,64,42,62,48,61,60
0,23,63,70,0,1,3,3,161,54,58,46,65,47,66,62,50,63,68,61,65,60,61,73,56,51,58,61,37,48,23,61,57,60,64,41,47,60
0,25,63,66,1,1,3,3,154,65,27,42,62,29,65,52,42,64,64,79,75,77,57,72,45,77,67,60,35,64,56,61,56,32,65,58,60,62
0,24,63,69,0,1,3,1,190,13,9,13,32,8,11,15,7,27,24,48,39,34,67,45,21,54,14,80,13,25,15,7,17,18,53,8,15,9
0,23,63,67,0,1,3,2,154,52,48,64,60,41,51,43,41,58,58,70,73,60,60,63,57,76,77,77,48,63,61,48,53,52,62,62,62,58
0,19,63,79,1,1,2,3,154,62,53,44,64,55,66,56,63,59,68,72,73,68,60,72,64,56,73,60,60,53,40,53,65,54,66,52,52,52
0,19,63,81,0,1,3,3,181,56,42,60,65,50,63,59,50,64,63,66,65,64,60,64,64,68,62,74,55,65,63,55,61,50,59,65,61,59
0,30,63,63,1,1,3,2,183,62,54,59,60,49,58,59,57,57,60,64,65,70,62,63,64,72,78,74,58,65,58,52,56,60,61,57,60,58
0,27,63,64,1,1,2,2,176,64,41,60,64,34,62,63,60,61,64,68,66,63,59,61,51,61,73,67,61,54,58,49,38,56,56,63,65,64
0,27,63,64,0,1,3,2,154,27,65,60,51,38,63,37,33,33,61,68,74,64,65,73,62,63,65,46,47,26,27,68,55,58,44,31,18,16
0,30,63,63,0,1,2,2,170,50,48,61,63,46,50,56,45,62,56,54,58,50,61,49,65,52,71,80,62,67,54,41,57,58,53,59,65,62
0,20,63,75,0,1,3,3,163,63,59,34,56,54,68,46,39,47,64,90,80,71,47,66,48,58,55,61,46,34,25,53,50,47,46,23,28,24
0,28,63,63,0,1,3,2,163,56,56,49,65,63,60,59,58,64,65,69,60,73,58,65,65,60,75,70,58,70,49,63,61,62,56,59,57,45
0,20,63,75,1,1,3,2,179,69,34,47,68,32,67,49,34,49,66,74,74,74,61,66,40,59,63,62,35,35,43,45,59,38,45,42,68,63
0,21,63,73,0,1,3,2,148,53,56,51,60,41,64,54,40,53,60,81,85,80,61,82,61,86,60,40,46,57,45,58,57,45,54,35,37,50
0,28,63,63,0,1,3,2,165,34,72,68,57,52,60,41,41,34,58,52,56,56,59,62,67,66,63,57,62,31,15,58,49,68,52,16,18,20
0,23,63,70,1,1,3,2,130,65,53,55,56,60,64,68,60,51,60,74,92,70,65,74,67,54,72,54,64,42,24,51,51,60,52,34,25,21
0,20,63,74,0,1,3,2,159,32,21,57,59,23,43,22,30,65,55,65,70,70,59,67,32,67,59,63,27,67,62,21,56,24,62,60,63,65
0,20,63,78,1,1,3,2,143,39,65,62,55,53,61,41,41,35,64,78,81,89,61,84,61,87,66,37,55,31,15,62,45,61,47,19,17,17
0,32,63,63,1,1,2,2,148,62,38,48,58,36,62,50,45,60,58,61,58,72,59,84,52,80,77,66,44,67,61,38,52,45,61,60,66,64
0,30,63,63,0,1,3,3,141,62,59,48,63,56,63,63,64,61,63,68,72,74,61,68,60,56,75,67,59,62,54,63,62,56,64,40,52,52
0,31,63,63,0,1,3,2,159,58,56,63,61,47,59,56,60,57,61,68,64,65,70,70,65,64,86,79,59,85,63,59,59,42,58,65,63,61
